,PUBCHEM_CID,smile_1851,p450-cyp2d6-Potency
3165,5139184,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NC4=CC=C(C=C4)C(=O)C,0.1
3166,6604885,CN1CCC2=CC(=C(C=C2[C@@H](C1)C3=CC=CC=C3)O)Br,0.0316228
3167,176157,CCCN(CC1CC1)C2=NC(=NC(=C2Cl)NC3=C(C=C(C=C3Cl)Cl)Cl)C,1.58489
3168,4259181,CC(C)C1=CC=C(C=C1)CN2C=CC3=C2C=CC4=C3C(=NC(=N4)NC5CC5)N,1
3169,6604889,CC1CCN(CC1)CC[C@H]2CCCN2S(=O)(=O)C3=CC=CC(=C3)O,7.94328
3170,4521392,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5,12.5893
3171,73265386,CN(C(=O)N[C@@H]1[C@@H]([C@@H](C(OC1O)CO)O)O)N=O,19.9526
3172,5678496,C1=CC(=CC(=C1)F)/C=N\N=C/C2=CC(=CC=C2)F,25.1189
3173,6604894,CCCCCCCCCCCCC(=O)N1CCCC[C@H]1CNC(=O)[C@H](CCCCN)N,25.1189
3174,6604895,CCN(CC)CCO[C@H]1CC[C@@]2([C@@H]3CC[C@]4([C@@H]([C@@H]3CC=C2C1)CCC4=O)C)C,0.0794328
3175,9705,C1CC(CCC1CNCC2=CC=CC=C2Cl)CNCC3=CC=CC=C3Cl,12.5893
3176,6604001,C1=CC=C(C=C1)CCCCOCCCCCCNC[C@@H](C2=CC(=C(C=C2)O)CO)O,10
3177,6518171,CN(CCOC1=CC=C(C=C1)C[C@@H](C(=O)O)NC2=CC=CC=C2C(=O)C3=CC=CC=C3)C4=CC=CC=N4,0.0316228
3178,6604900,C(C1=C(C(=O)NO1)Cl)[C@H](C(=O)O)N,0.158489
3179,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,0.0398107
3180,6604902,CO[C@H]1CN(CC[C@@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,7.94328
3181,2690,C1=COC(=C1)C2=NN3C(=N2)C4=C(C=CC(=C4)Cl)N=C3N,12.5893
3182,6604904,C1=CC=C(C=C1)NC2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O)N,15.8489
3183,6604905,CC1=CC=C(C=C1)S(=O)(=O)/C=C\C#N,0.0158489
3184,6604906,C[C@H]1[C@@H](CCN1CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3OC)NC)Cl,31.6228
3185,6604909,CN(CC[C@H](C1=CC=C(C=C1)F)OC2=CC=C(C=C2)C3=CC=CC=C3)CC(=O)O,31.6228
3186,6604910,CC1=CC2=C(C=C1)N=C3[C@@](C2=O)(CCN3C4=CC=CC=C4)O,39.8107
3187,6604913,C1=CC(=CC=C1CN2C(=O)C(=CN(C2=O)C[C@@H](C(=O)O)N)I)C(=O)O,2.51189
3188,107935,CC1(C=CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC)C,0.0630957
3189,3906780,COC(=O)CN1CN(C2(C1=O)CCN(CC2)CC3=CC4=CC=CC=C4C=C3)C5=CC=CC=C5,19.9526
3190,6604914,COC1=CC(=C(C=C1C(=O)N[C@@H]2CN3CCC2CC3)Cl)N,39.8107
3191,6604915,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@H](CC1=CC=C(C=C1)O)CO,0.125893
3192,3447,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,19.9526
3193,6604916,C1CN2[C@H](CN1)C(=O)NC3=CC(=C(C=C32)Cl)Cl,5.01187
3194,128355,C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=CC(=C3)NC4=CC=CC=C4C(=O)O,7.94328
3195,3185,CC1=NC(=CC=C1)CCN2CCC(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C,1.99526
3196,3033677,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=S,10
3197,3033769,CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,12.5893
3198,62824,CCCN1C(=O)C(=CN2C1=NC(=N2)N)C,31.6228
3199,3013166,CC(=CCC1=C2C(=CC=C1)C(=CN2)C3=C(C(=O)C(=C(C3=O)O)C4=C(NC5=CC=CC=C54)C(C)(C)C=C)O)C,0.00630957
3200,310557,COC(=O)C1=CC=CC=C1NC(=O)C2=CC=C(C=C2)F,5.01187
3201,6604919,CC1=C([C@H](C(=C(N1CC#C)C)C(=O)OC)C2=CC(=CC=C2)N3OO3)C(=O)CCO,0.630957
3202,56971,C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=NC=CC=N4,19.9526
3203,438981,C1=CC2=NC3=C(NN=C3N=C2C=C1)N,1000000
3204,770820,CC1=CC(=C(C(=C1)C)S(=O)(=O)NC2=CC=CC=C2C(F)(F)F)C,6.30957
3205,9604992,C1=CC(=CC(=C1)Cl)C=NC=NC2=CC(=CC=C2)Cl,25.1189
3206,6604923,C1C[C@@H]([C@H](C1)O)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O,15.8489
3207,6604926,CC1=NC2=C(O1)C=C(C=C2)NC(=O)NC3=C4C(=NC=C3)C=CC=N4,10
3208,5166,COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F,12.5893
3209,4331799,CC1=CC(=C2C=C(C=C(C2=N1)F)F)NC(=O)NC3=CC=C(C=C3)N(C)C,31.6228
3210,5149140,CCCCCCCCC(=O)NCC1=CC(=C(C=C1I)O)OC,7.94328
3211,65856,CCOC1=CC=CC=C1O[C@H]([C@@H]2CNCCO2)C3=CC=CC=C3,19.9526
3212,3932,C1=CC=C(C=C1)N2C3=CC=CC=C3C(C2=O)(CC4=CC=NC=C4)CC5=CC=NC=C5,7.94328
3213,54841,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,6.30957
3214,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,0.501187
3215,5311068,CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C,12.5893
3216,6005,CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,12.5893
3217,6420161,C1=CC=C(C(=C1)CN2C(=O)C=CN(C2=O)C[C@@H](C(=O)O)N)C(=O)O,19.9526
3218,1901244,C1=CC=C2C(=C1)C(=O)C(=O)N2CC3=CC(=C(C=C3)Cl)Cl,3.98107
3219,2250975,C1=CC(=C(C(=C1)Cl)Cl)OCCCNCCO,0.158489
3220,3218,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,1.99526
3221,6604933,C1CCC2=C(C1)C3=CC=CC4=C3N2CCNC4,1.99526
3222,6604934,CC1(C2=C(C3=CC=CC=C3C(=O)C2=O)NC1=O)C,2.51189
3223,6604935,CC#CCOC(=O)C1=CCCN(C1)C.CC1=CC=C(C=C1)S(=O)(=O)O,31.6228
3224,6604936,CC1=CC=C(C=C1)S(=O)(=O)O.CN1CCC=C(C1)C(=O)OCC#C,15.8489
3225,6604939,CSC(=[NH2+])N.CSC(=[NH2+])N.[O-]S(=O)(=O)[O-],0.0501187
3226,6604940,CNC1=C2C(=NC=N1)N(C=N2)[C@H]3C[C@@H]([C@@H](O3)COP(=O)(O)O)OP(=O)(O)O.N.N.N.N,5.01187
3227,6604944,CC(=C)[C@@H]1[C@@H]2[C@@H]3[C@]4([C@]([C@H]1C(=O)O2)(C[C@@H]5[C@]4(O5)C(=O)O3)O)C.C[C@]12[C@H]3[C@H]4[C@H]([C@@H]([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O,19.9526
3228,6604950,C1C2=CC=C(CNC3=CC=[N+](CC4=CC=CC(=C4)C[N+]5=CC=C(N1)C6=CC=CC=C65)C7=CC=CC=C37)C=C2.C(=O)(C(F)(F)F)[O-].C(=O)(C(F)(F)F)[O-],39.8107
3229,6604951,CC1=C(C=CC(=C1)CN2C=NC3=C2C[C@H](N(C3)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5)C(=O)O)N(C)C.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,39.8107
3230,6604952,N.N.N.N.NNNNN.NNNNN.O.O.Cl.Cl.Cl.Cl.Cl.Cl.[Ru].[Ru].[Ru],0.125893
3231,6604953,CC(C)C1=NC(=C(C=C1)C(=O)C2=CC=CS2)SCCCCCCCCNC.C(C(=O)O)C(=O)O,0.00630957
3232,124333,CC1=CC=C(C=C1)S(=O)(=O)O.C1=CC=C2C(=C1)C(=O)C(=[N+]2[O-])C3=CC=CC=N3,19.9526
3233,3203401,CC1=CC=C(C=C1)S(=O)(=O)N(CCCN2CCCC2=O)CC3=CC4=C(C=CC(=C4NC3=O)C)C,14.1254
3234,3225034,CC1C(=O)N(C2=C(O1)C=CC(=C2)C)CC(=O)NCC3=CC=CS3,12.5893
3235,1454688,CC(C)C1=CC=C(C=C1)NC(=O)N(CCC2=NC3=CC=CC=C3N2)C4CCCC4,2.51189
3236,9549404,C1CCCC(CC1)NCC(=O)NC2=CC=CC=C2N3CCCCC3.C(=O)(C(=O)O)O,1.41254
3237,3216730,C1=CC=C(C=C1)C(C(=O)NCC2=CC=CO2)N(C3=CC=CC=C3F)C(=O)CC4=CC=CS4,12.5893
3238,3150628,COC1=CC=C(C=C1)C(CC=C)NCC2=CC=CO2,5.01187
3239,9549406,CCC(C)(C)N1C(=NN=N1)C(C2=CC=C(C=C2)C)N3CCC(CC3)C.Cl,17.7828
3240,858213,COC(=O)C1=CC(=CC=C1)N2C(=S)N=NN2,11.2202
3241,3136029,C1COCCN1C(C2=CC=CC=C2Cl)C3=NN=NN3CCOC(=O)NC4=CC=C(C=C4)Cl,15.8489
3242,2961877,CC1=CC=C(C=C1)SCC2=C3C(C(=C(OC3=NN2)N)C#N)C(C)C,0.00316228
3243,9549410,CCCCC1=C(C(=N)C2=CC=CC=C2N1C)CCC.I,7.07946
3244,3190067,CCC(C(=O)NC(C)(C)C)N(C1=CC2=CC=CC=C2N=C1)C(=O)CN3N=C(N=N3)C4=CC=CS4,28.1838
3245,5771249,CCN(CC)CCCNC(=O)/C(=C/C1=CC=CN1)/NC(=O)C2=CC=CC=C2,14.1254
3246,6154050,COC1=CC=CC(=C1)/C(=C/2\C(N(C(=O)C2=O)CCCN3CCOCC3)C4=CC=NC=C4)/O,0.251189
3247,1438980,CCOC(=O)C1=CC2=C(N1CCCN3C(=O)C4=CC=CC=C4C3=O)C=C(S2)C,15.8489
3248,1094080,CC1=C(C=CN=C1CSC2=NC3=CC=CC=C3N2)OCC(F)(F)F,0.398107
3249,3220800,CCOC1=CC=CC=C1NC(=O)CN2CCC(CC2)NC(=O)C3=CC=CC=C3,15.8489
3250,750996,C1=CC=C(C(=C1)OCC2=NC(=C(O2)NCC3=CC=CO3)C#N)Cl,2.81838
3251,1439038,C1=CC=C2C(=C1)N=C(S2)NCCC3=CC=C(C=C3)Cl,3.54813
3252,2949967,CC1CCCCN1C(=O)CN2C=C(C3=CC=CC=C32)C(=O)OC,19.9526
3253,3229592,CC(C(=O)NC1=CC=CC=C1C2=CC=CC=C2)NC3CCCC3,5.01187
3254,3206934,CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)N(CC2=CC=CS2)CC(=O)NCC3=CC=CO3,3.98107
3255,1463915,CC1=CC(=C2C=C(C(=O)NC2=C1)CN(CC3=NN=NN3CC4=CC=C(C=C4)F)C5CCCC5)C,14.1254
3256,1467342,COC1=CC=CC(=C1)C(=O)N(CC2=CC=CC=C2)CC3=CC4=CC5=C(C=C4NC3=O)OCCO5,0.223872
3257,1459121,CC(=O)N(CCC1=CC=CC=C1)CC2=CC3=C(C=CC(=C3)OC)NC2=O,14.1254
3258,1464427,COC1=CC=CC=C1CN(CC2=CC3=CC4=C(C=C3NC2=O)OCCO4)CC5=NN=NN5CC6=CC=CO6,14.1254
3259,3200461,CCOC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CCCO)CC3=NN=NN3CCC4=CC=CC=C4,25.1189
3260,3207101,C1CC(OC1)CN(CC(=O)NCCC2=CC=CC=C2)C(=O)CNS(=O)(=O)C3=CC=C(C=C3)Cl,39.8107
3261,3149456,COC1=CC=C(C=C1)S(=O)(=O)N2CC3=CC=CC=C3CC2C(=O)NC4=NC=CS4,10
3262,3204316,CCC(C)(C)N1C(=NN=N1)C(C(C)C)N(CC2=CC=CO2)CC3=CC4=CC5=C(C=C4NC3=O)OCO5,14.1254
3263,3216649,CCOC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CCC3=CC=CC=C3)C(=O)N4CCCC4,22.3872
3264,135466676,CC(C)CN1C(=O)C2=CC=CC=C2N=C1SCC3=NC4=CC=CC=C4C(=O)N3,3.98107
3265,1079369,CCOC(=O)C1=C(NC2=C1C=C(C3=CC=CC=C32)O)C,3.16228
3266,754780,CC1=C(C(=O)N2C(=N1)C(=CN2)C#N)CC3=CC=CC=C3,0.00562341
3267,135422791,CC1=CC(=CC=C1)NC(=O)CSC2=NC3=C(C(=CC(=N3)C)C)C(=O)N2,15.8489
3268,3147109,CCN(CC)S(=O)(=O)C1=C2C=CC=C3C2=C(C=C1)SC3=O,12.5893
3269,979832,CS(=O)(=O)N1CCN(CC1)C2=CC=CC=C2NC(=O)C3=CC=C(O3)Br,22.3872
3270,677934,C1=CC=C(C=C1)NC(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O,17.7828
3271,730811,CC1=CC2=C(C=C1)NC(=C(C2=O)CN(C)C)C3=CC=CC=C3,0.0316228
3272,2956112,COC1=CC(=C(C=C1)OC)S(=O)(=O)N2CCC(CC2)C(=O)NCCC3=CC=CC=C3,2.23872
3273,135473412,CC1=CC=C(C=C1)CN2C3=C(C(=O)NC(=N3)C4CCCN(C4)C(=O)NC5=C(C=C(C=C5)F)F)N=N2,25.1189
3274,1077698,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)NCC3=CN=CC=C3,12.5893
3275,1383718,CC1=CC(=CC=C1)C(=O)N2CCC(CC2)C3=NC(=NO3)C4=CC=C(C=C4)S(=O)(=O)N5CCOCC5,0.00316228
3276,792246,CC1=C(SC(=C1C(=O)NCCN(C)C)NC(=O)C2=CC=CC=C2)C,14.1254
3277,856373,C1=CSC(=C1)C2=NC=C(O2)C3=CC=C(C=C3)F,28.1838
3278,3222353,C1CC1N(C(C2=CC=NC=C2)C(=O)NCC3=CC=C(C=C3)F)C(=O)C4=CSN=N4,11.2202
3279,3217176,COC1=CC=C(C=C1)NC(=O)NC2CC3CCCC(C2)N3CC4=CC=CC=C4,11.2202
3280,860743,CN1C=C(C2=CC=CC=C21)C3=NN=C(O3)C4=CC=CC=C4,3.54813
3281,855132,CCN1C(=NN=C1SCC(=O)C2=CC=C(C=C2)OC)C3CC3,14.1254
3282,3213217,CC1=C2C(=CC=C1)C=C3CN(C(=NCCOC)SC3=N2)CC4=CC=CO4,14.1254
3283,3167046,C1=CC=C2C(=C1)N=NN2CC3=NN=C(O3)SCC(=O)NC4=CC(=CC=C4)Cl,12.5893
3284,857997,C1OC2=C(O1)C=C(C=C2)CNC3=C(N=C4N3C=CC=C4)C5=CC=CC=C5,3.98107
3285,864596,COC1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)NC3=CC=CC=C3,2.51189
3286,1143970,C1=CC=C(C=C1)C(=O)CSC2=NN=C(N2C3=CC=CC=C3)COC4=CC=CC=C4,31.6228
3287,1451140,CC1=NN=C(N1C2=CC(=CC=C2)OC)SCC(=O)OC,3.16228
3288,750910,CN(CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OC)N)C3CCCCC3,7.07946
3289,1437901,COC1=CC=CC=C1NC(=O)CN2CCC(CC2)C(=O)C3=CC=C(C=C3)F,25.1189
3290,1469608,CC1=CC=CC=C1NC(=O)CN2CCC(CC2)N3C4=CC=CC=C4N=N3,0.01
3291,3214390,C1=CC=C(C=C1)CN2C(=NN=C2SCC(=O)NC3=NC=CS3)C4=CC=NC=C4,17.7828
3292,955158,C1=CC=C2C(=C1)C(=CN2CC(=O)NCC3=CC=CO3)C(=O)C4=CC=CO4,22.3872
3293,3229174,C1CCC(C1)N2C(=NN=N2)C(C3=CC=C(C=C3)C#N)N4CCC(CC4)CC5=CC=CC=C5,10
3294,3224647,C1CCC(C1)NC(=O)CN2C3=CC=CC=C3N=C2SCC(=O)N4CCC5=CC=CC=C5C4,25.1189
3295,1462058,COC1=CC=C(C=C1)C2=NSC3=C2N=CN=C3N4CCCCC4,15.8489
3296,808870,CC(C)C1=C(N2C=CC=CC2=N1)NC3CCCCC3,3.16228
3297,3149519,CN1C2=NC3=C(C(C4=CC=CC=C43)O)C(=C2C(=O)N(C1=O)C)C5=CC(=CC=C5)F,79.4328
3298,3193602,C1CCC(C1)N2C(=NN=N2)C(C3=CC4=C(C=C3)N=CC=C4)N5CCN6CCCC6C5,22.3872
3299,3193591,CC1=CC=C(C=C1)C(C2=NN=NN2C3CCCC3)N4CCN5CCCC5C4,0.446684
3300,2901182,CCC(C)NCC1=CC=C(O1)C(=O)OC.Cl,14.1254
3301,2964777,CC(=O)NC1=CC=C(C=C1)OCC(CN2C=NC3=CC=CC=C32)O,0.00562341
3302,9549457,C1C(=O)N(C(=N1)NC2=CC=CC=C2)CC3=CC=CS3.Cl,25.1189
3303,9549458,CC(C)CNC(=O)CCCC1=CNC2=CC=CC=C21.C(=O)(C(=O)O)O,14.1254
3304,3225225,CN1C2=C(C=C1C(=O)NC3=CC=CC=C3)SC=C2,25.1189
3305,2183977,COC1=C(C=C(C=C1)C(=O)NCCCN2CCOCC2)OC,1.99526
3306,9549460,CN1CCC2=C(C1)C3=CC=CC=C3N2C.Cl,12.5893
3307,324932,C1=CC(=CC=C1NC(=O)NC2=NC=CS2)Cl,31.6228
3308,692199,CCOC(=O)NC1=CC2=C(C=C1)OCO2,35.4813
3309,1434077,CCC1=C(N=C(N2C1=NN=C2SCC(=O)NC3=CC=CC=C3)N)C,1.41254
3310,9549465,C1=CC2=C(C=C1Cl)NC(=N2)NCCCl.Cl,6.30957
3311,2865926,CC1=C(C(=NN1)N2CCCCCC2)[N+](=O)[O-],15.8489
3312,9549466,CC1=NC(CC2=CC=CC=C12)(C)C.C1=CC=C(C(=C1)C(=O)O)O,14.1254
3313,735606,COC1=CC=C(C=C1)/C=C/C2=CC=NC=C2,8.91251
3314,9549469,CC(CC=C)(C1=CC=CO1)NCC2=CC=CC=C2.Cl,3.98107
3315,3151179,CCCCNC(=O)C1CCN(CC1)CC2=CC=CC=N2,8.91251
3316,3218000,C1CCC(CC1)NC(=O)NC2CC3CCCC(C2)N3C4CCCC4,12.5893
3317,135473426,CCCCC1(C(=O)NC(=NC2=CC=CC(=C2)C)NC1=O)CCCC,14.1254
3318,3180819,C1CC(OC1)CNC(=O)CN(CC2=CC=CC=C2Cl)C(=O)C3=CC=C(O3)CN4CCOCC4,7.07946
3319,3149167,CC1(CC(CCO1)NCC2=CC3=C(C=C2)OCO3)C,0.630957
3320,1088127,CC1=CC=CC=C1CSC2=NSC(=N2)N,14.1254
3321,9549474,CCCCCCCCCCN1C2=C(CCC2)C(=N)C3=C1CCC3.Br,3.54813
3322,3152148,C1COCCN1CCCNCC2=CC=NC=C2,15.8489
3323,1109291,CCOC1=NC(=NC(=N1)NC2=CC=C(C=C2)C)NCCN3CCOCC3,11.2202
3324,3145751,CCCNC(=O)CSC1=NC(=CC(=N1)C(F)(F)F)C2=CC=CS2,3.16228
3325,3127913,CC1=CC(=C(C(=C1)C)NC(=O)C2CCCN2C)C,28.1838
3326,199391,C1=CC=C(C=C1)N(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,14.1254
3327,1102244,C1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NCC3=CC=CO3)C4=CC=CO4,14.1254
3328,718782,CCN1C2=CC=CC=C2N=C1COC3=CC=C(C=C3)OC,17.7828
3329,860305,CCOC(=O)CNC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=CC=C3,7.94328
3330,81493,CC1=CC(=CC=C1)NCCNC2=CC=CC(=C2)C,12.5893
3331,832425,C1CCC2=C(C1)C3=C(N=CN=C3S2)N4C=NC5=CC=CC=C54,0.00501187
3332,1164115,CCOC(=O)CSC1=NN=C(N1C2=CC(=CC=C2)Cl)CC3=CC=CC=C3,0.0891251
3333,856031,C1=CC(=CN=C1)C2=NN=C(O2)SCC3=CC=C(C=C3)Cl,14.1254
3334,1570011,COC(=O)C1=CC(=CC=C1)NC(=O)CCCOC2=CC=CC=C2,10
3335,1147951,C1CN(CCN1C(=O)C2=CC=CS2)C(=O)C(C3=CC=CC=C3)C4=CC=CC=C4,10
3336,864377,CCOC(=O)C1=CN=C(N=C1N)SCCC2=CC=CC=C2,1.99526
3337,3148306,CC(C1=CC=CC=C1)NC(=O)CCSC2=NC(=CC(=N2)C(F)(F)F)C3=CC4=C(C=C3)OCO4,1
3338,3148114,CC(C1=CC=CC=C1)NC(=O)CCSC2=NC(=CC(=N2)C(F)(F)F)C3=CC=CO3,15.8489
3339,1212787,CC(C)OC(=O)CC12CN(CC(C1=O)(CN(C2)C)CC(=O)OC(C)C)C,2.51189
3340,892463,CC1=CC=C(C=C1)C2=C3C(=C(SC3=NC4=C2CCC4)C(=O)N)N,22.3872
3341,2961956,C1=CC=C(C=C1)NC2=CC3=C(C=C2)C(C(=C(O3)N)C#N)C4=CC=NC=C4,0.0501187
3342,2947140,COC1=CC=C(C=C1)CC(=O)NCCN2CCCC2.Cl,28.1838
3343,1082794,C1COCCN1CCNC(=O)C2=CC3=CC=CC=C3C=C2,15.8489
3344,1093252,CCOC(=O)N1CCN(CC1)CC2=NC(=NO2)C3=CC=C(C=C3)Cl,25.1189
3345,824053,CCN1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C(C)C)Cl,14.1254
3346,893225,CC(C)(C(=O)NC1=CC=NC=C1)OC2=CC=C(C=C2)Cl,0.0316228
3347,1451751,CN(C1=NN=C(S1)C2=CC=NC=C2)C(=O)C3=CC(=CC=C3)OC,1.99526
3348,1439003,CC(C)(C)C1=CC=C(C=C1)CN(CC2=CC=CO2)CC3=NN=NN3C4CCCC4,22.3872
3349,3229317,CC(C)(C)N1C(=NN=N1)C(C2=CN=CC=C2)N(CC3=CC=CC=C3)CC4=CC=CO4,31.6228
3350,1446442,COC(=O)C1=CC=C(C=C1)NC(=O)N2CCC(CC2)(C3=CN=CC=C3)O,15.8489
3351,1118272,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N3CCC4=CC=CC=C4C3,22.3872
3352,2932002,COCC1=NN=C(S1)NC(=O)CC(C2=CC=CC=C2)C3=CC=CC=C3,1.99526
3353,952830,CCC(=O)NC1=CC(=C(C=C1)N2CCN(CC2)CC)Cl,0.0446684
3354,2950763,CC1CC(CN(C1)CC2=NC(=NC(=N2)NC3=CC=CC=C3)N)C,5.62341
3355,3220716,C1CCC(CC1)NC(=O)NC2CC3CCC(C2)N3CC4=NN=NN4CC5=CC6=C(C=C5)OCO6,6.30957
3356,871225,C1=CC=C(C=C1)CCC(=O)NC2=NN=CS2,14.1254
3357,3219705,COC1=CC=CC=C1NC(=O)N2CCCC2C(=O)NCC3=CC4=C(C=C3)OCO4,14.1254
3358,1374340,CCOC1=CC(=C(C=C1NC(=O)C2=CC=CO2)OCC)NC(=O)C3=CC=CS3,0.707946
3359,2950250,COC1=CC=CC=C1NC(=O)CC2COC3=CC=CC=C3O2,12.5893
3360,2131650,C=CCNC1=NC(=CS1)C2=CC=C(C=C2)Cl,25.1189
3361,2891734,C1CN(CC2=CC=CC=C21)C(=O)CCCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O,22.3872
3362,3146028,C1CCC(=CC1)CCNC2=NC(=NC(=N2)N3CCOCC3)NCCO,7.07946
3363,9549590,C1C(=O)N(C(=N1)NC2=CC=C(C=C2)Cl)C3=CC=CC=C3.Cl,19.9526
3364,974630,CC(C)(C)NC1=NC(=NC(=N1)N2CCCC2)N3CCCC3,3.54813
3365,9549591,COC1=CC=C(C=C1)NC2=NCC(=O)N2CC3=CC=CS3.Cl,14.1254
3366,3157311,CC1=CC=C(C=C1)OCCCN2C3=C(C=CC=C3C(=O)C2=O)C,14.1254
3367,930382,C1=CC(=CN=C1)C(=O)OCC(=O)C2=CC(=C(C=C2)Cl)Cl,2.51189
3368,9549594,CCOC1=CC=C(C=C1)NC2=NCC(=O)N2CC3=CC=CS3.Cl,7.07946
3369,1449293,COC1=CC=CC(=C1)C(=O)NC2=NC=C(C=C2)NC(=O)C3=CC=CO3,19.9526
3370,1088487,CC1=CC=CC=C1NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C,2.23872
3371,1088529,CC1=C(C(=CC=C1)C)NC(=O)CN2C=C(C3=CC=CC=C32)C(=O)C,7.94328
3372,1147018,CC1=CC=C(C=C1)C2=CSC3=NC=NC(=C23)NCCN4CCOCC4,2.81838
3373,585328,CCOC(=O)C1CCN(CC1)C(=O)C23CC4CC(C2)CC(C4)C3,15.8489
3374,3158430,CC1(CC2=C(C(C3=CC4=C(C=C3N2)OCO4)C5=CC=C(C=C5)F)C(=O)C1)C,7.07946
3375,2962243,C1C(ON=C1C2=CC(=CC=C2)Br)C(=O)NCC3=CC4=C(C=C3)OCO4,0.891251
3376,145611,CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)Cl,12.5893
3377,2836220,CC1=NC(=C(N1CC2=CC=CC=C2)N3CCN(CC3)C)[N+](=O)[O-],35.4813
3378,2932804,C1COC2=C(O1)C=CC(=C2)NC(=O)CC(C3=CC=CC=C3)C4=CC=CC=C4,0.251189
3379,867822,CC1(CC2=CC=CC=C2C(=N1)NNC(=O)C3=CC=NC=C3)C,7.94328
3380,1096252,CC1(CC2=C(CO1)C(=NC3=C2C(=C(S3)C4=CC=C(O4)C(=O)NC)N)N5CCOCC5)C,15.8489
3381,3100210,CCCOC1=C(C=C(C=C1)CN2C(=NC(=C2SCC(COC)O)[N+](=O)[O-])C)[N+](=O)[O-],12.5893
3382,3131058,C1=CC=C2C(=C1)C(=CN2)C3=C4C=CC=CC4=NC5=CC=CC=C53,10
3383,3212955,CCCCN1C(=NN=N1)SCC(=O)C2=C(C=CC(=C2)Cl)OC,22.3872
3384,1091748,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC=CC=C3NC(=O)C4=CC=CO4,12.5893
3385,5731073,CN1C(=NC2=CC=CC=C2C1=O)/C=C/C3=CC=C(O3)[N+](=O)[O-],17.7828
3386,3225118,C1COC2=C(O1)C=CC(=C2)NC(=O)C3=CC4=C(N3CC5=CC=CC=C5)C=CS4,7.94328
3387,942367,CCC1=CC=C(C=C1)C(=O)CN(C#N)C2=NC(=CC(=N2)C)C,6.30957
3388,135459277,COC1=CC(=C(C=C1)OC)N2CC(=C(C2=N)C3=NC4=CC=CC=C4S3)O,3.54813
3389,2870139,COC1=CC=C(C=C1)C(=O)NCC2C3=CC=CC=C3CCO2,5.01187
3390,9549619,C1CCCN(CC1)C(C2=CC=CC(=C2)C#N)C3=NN=NN3C4CCCC4.Cl,11.2202
3391,3132854,CCCN1C2=CC=CC=C2C(C1=O)CC3=NC4=CC=CC=C4C(=O)N3C,17.7828
