,PUBCHEM_CID,smile_1851,p450-cyp3a4-Potency
3649,3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F,6.30957
3650,5281878,C1CN(CCN1CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,12.5893
3651,3433,CC1=NC2=C(N1)C(=O)N(C(=O)N2CC3=CC=CO3)C,39.8107
3652,1548968,CNCC[C@@H](C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,10
3653,688469,C[C@@H](CC1=CC=C(C=C1)O)NC[C@H](C2=CC(=CC(=C2)O)O)O,25.1189
3654,5361192,COCCCC/C(=N/OCCN)/C1=CC=C(C=C1)C(F)(F)F,15.8489
3655,3448892,CC1=C(C2=C(N1CC3=CC=C(C=C3)F)C=CC(=C2)OC)CC(=O)O,25.1189
3656,6603848,COC1=CC=CC2=C1[C@@H]3CN(C[C@H]3CO2)CCCCN4C(=O)C5=C(C6=NC(=CN=C6S5)C7=CC=CC=C7)NC4=O,15.8489
3657,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,25.1189
3658,673470,CC(C)([C@@H](COC1=CC=CC2=C1N(C(=O)C=C2OC)C)O)O,15.8489
3659,3442,CCCCC1=CN=C(C=C1)C(=O)O,25.1189
3660,6603851,C1CNC[C@H](C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,15.8489
3661,6603852,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@@H](CCC2(C)C)O)([C@]3([C@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,12.5893
3662,133012,CCCN1C(=O)C2=C(N=C(N2)C3CCCC3)N(C1=O)CCCOC(=O)C4=CC=C(C=C4)S(=O)(=O)F,3.16228
3663,5469318,CC(=CCC/C(=C/CC/C(=C/CSC1=CC=CC=C1C(=O)O)/C)/C)C,31.6228
3664,53276,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,7.94328
3665,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,5.01187
3666,6603854,C[C@@H](CC1=CC=C(C=C1)C=O)NC[C@H](C2=CC(=C(C=C2)O)NCO)O,10
3667,636806,CCOC(=O)C1=C(NC(=C([C@H]1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,3.16228
3668,3538,CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N,12.5893
3669,6603855,C[C@@H]1CC2=CC3=C(C=C2C(=NN1)C4=CC=C(C=C4)N)OCO3,2.51189
3670,6603856,COC(=O)N1CCN([C@@H](C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl,15.8489
3671,6603857,CN(C)C1=NC=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)N(N=C4)CC5=CC=CC=C5,5.01187
3672,3519,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,12.5893
3673,23327,C(CC(=O)O)[C@H](C(=O)O)N,25.1189
3674,135398740,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,25.1189
3675,145815,C(CC(=O)N)[C@H](C(=O)O)N,12.5893
3676,6603859,C(CC(=O)O)[C@H](C(=O)O)N=C(N)N,3.16228
3677,6603861,C[N+]1(CCO[C@](C1)(C2=CC=C(C=C2)C3=CC=C(C=C3)[C@@]4(C[N+](CCO4)(C)C)O)O)C,0.125893
3678,6603862,C1=CC2=C(C=CN=C2)C(=C1)S(=O)ONCCN=C(N)N,10
3679,6603863,C[C@@H]1CNCCN1S(=O)(=O)C2=CC=CC3=C2C=CN=C3,6.30957
3680,3544,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCN,19.9526
3681,6603864,C1CCC(CC1)[Si@@](CCCN2CCCCC2)(C3=CC=C(C=C3)F)O,3.98107
3682,1864,CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O,15.8489
3683,688029,COC1=C(C=CC(=C1)[C@@H](CO)O)O,0.0316228
3684,3637,C1=CC=C2C(=C1)C=NN=C2NN,12.5893
3685,1748,COC1=C(C=C(C=C1)CCN)O,39.8107
3686,54686776,C1=CC(=C(C=C1/C=C\C2=CC(=CC(=O)O2)O)O)O,3.16228
3687,3035523,C1=CC(=CC=C1CN2C=CNC2=S)O,15.8489
3688,6603873,CCCCC#CC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@H]([C@@H](O3)C(=O)NCC)O)O)N,15.8489
3689,6274,C1=C(NC=N1)C[C@@H](C(=O)O)N,0.794328
3690,442247,CN1CCC2=CC3=C(C=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OCO3,1.99526
3691,1663,C1=CC(=CC(=C1)O)CNN,25.1189
3692,5202,C1=CC2=C(C=C1O)C(=CN2)CCN,25.1189
3693,1742,C1=CC(=CC=C1C(=O)NN)O,5.01187
3694,6603874,C[C@@]1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCC(=O)O)C3CCCC3,12.5893
3695,126280,CN[C@@H]1C[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,10
3696,6603876,CN([C@@H](CN1CCCC1)C2=CC(=CC=C2)OCC(=O)O)C(=O)CC3=CC(=C(C=C3)Cl)Cl,25.1189
3697,5484725,CC1=C2CCCC2=C(C=C1)OC[C@@H]([C@H](C)NC(C)C)O,15.8489
3698,3692,C1=C(NC=N1)CCSC(=N)N,15.8489
3699,1340,C1=CC2=C(C=CNC2=O)C(=C1)O,25.1189
3700,6603878,CNC(=O)[C@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)NCC4=CC(=CC=C4)I)O)O,39.8107
3701,6603881,C1=CC(=CC=C1C(C2=CC=C(C=C2)F)OCCCC3=CN=CN3)F,0.794328
3702,96215,C1=C(NC=N1)CC(=O)O,31.6228
3703,5288600,COC1=CC(=C(C(=C1)OC)/C=C/2\C3=CC=CC=C3NC2=O)OC,2.51189
3704,55918,C1CC(=O)NN=C1C2=CC=C(C=C2)N3C=CN=C3,1.58489
3705,3727,C(C(=O)N)I,0.0630957
3706,6603882,C1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CC=N3,3.98107
3707,151582,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2C[C@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,15.8489
3708,4216,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CC=C3I,12.5893
3709,6603886,C1=CC(=CC=C1/C=C\C(=O)C2=C(C=C(C=C2)O)O)O,3.16228
3710,4172142,CCCC(=O)NCCC1=C2C3=CC=CC=C3CN2C4=C1C=C(C=C4)OC,2.51189
3711,443372,CC(C)NC[C@@H](C1=CC(=C(C=C1)O)O)O,5.01187
3712,3758,CC(C)CN1C2=C(C(=O)N(C1=O)C)NC=N2,3.98107
3713,6603888,C[C@H]1CN(CCN1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,10
3714,6603890,CC[C@H](C)[C@H]1[C@H](CC[C@@]2(O1)C[C@H]3C[C@@H](O2)C/C=C(\[C@H]([C@H](/C=C\C=C4CO[C@H]5[C@]4([C@H](C=C([C@@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@@H]([C@@H](O7)C)O)OC)OC)/C)C,15.8489
3715,5311198,CCCC(=O)NCCC1=C2C3=CC=CC=C3CCCN2C4=C1C=C(C=C4)OC,1.25893
3716,6603896,C1CN2CCC1[C@H]([C@@H]2C(C3=CC=CC=C3)C4=CC=CC=C4)NCC5=CC=CC=C5I,19.9526
3717,5311200,C1CN(CCN1CC2=CNC3=C2C=CC=N3)C4=CC=C(C=C4)Cl,12.5893
3718,6603897,C1CN(CCN1CC2=CNC3=C2C=CC=N3)C4=CC=C(C=C4)I,39.8107
3719,6603898,C1C[C@H]([C@@H](NC1)C2=CC=CC=C2)OCC3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,12.5893
3720,54679302,C1=CC=C(C=C1)OC2=CC=C(C=C2)C3=C(C4=C(C=C(C=C4)Cl)NC3=O)O,10
3721,6603900,CCCCOC(=O)NS(=O)(=O)C1=C(C=C(S1)CC(C)C)C2=CC=C(C=C2)CN3C(=NC4=C3N=C(C=C4C)C)CC,3.16228
3722,3885,CC1(CCC2=C(O1)C3=CC=CC=C3C(=O)C2=O)C,15.8489
3723,4605800,C1CC2=C3C(=CC=C2)N(S(=O)(=O)N3C1)CCN4CCC(=CC4)C5=CNC6=C5C=CC(=C6)F,5.01187
3724,4282258,CC1(C2=CC=CC=C2N(C1=O)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F)C,15.8489
3725,6603902,CC1=CC=CC=C1N2CCN(CC2)S(=O)(=O)C[C@]34CC[C@@H](C3(C)C)C[C@H]4NC(=O)[C@H](CCS(=O)(=O)C)N,3.16228
3726,6603904,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C(=O)OCC2=CC=CC=C2)C3=NC4=CC(=C(C=C4C(=N3)N)OC)OC,3.98107
3727,433294,[Li+].[Cl-],31.6228
3728,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,5.01187
3729,196664,CC(C)C[C@@H](CSSC[C@H](CC(C)C)N)N,15.8489
3730,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,15.8489
3731,3973,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,5.01187
3732,4108,COC1=CC=CC=C1CNCCCCCCNCCCCCCCCNCCCCCCNCC2=CC=CC=C2OC,10
3733,180081,C[C@@]12C3=CC=CC=C3C[C@@H](N1)C4=CC=CC=C24,15.8489
3734,6603908,C[C@@H]1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)ON)Cl,12.5893
3735,721860,C[C@@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,2.51189
3736,6603912,COC1=CC2=C(C[C@H]3[C@@H]4[C@]2(CCCC4)CCN3)C=C1,15.8489
3737,6603915,COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F,15.8489
3738,6603916,COC1=C2C3=C(C[C@@H]4[C@]5([C@]3(CCN4CC6CC6)[C@H](O2)C(=O)CC5)O)C=C1,25.1189
3739,6603917,CC1=C(C(=CC=C1)C)OC[C@H](C(C)C)N,19.9526
3740,107982,CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,12.5893
3741,6603918,CCOC(=O)C1=C(N(C(=C([C@H]1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)CC#C)C,3.16228
3742,3661570,CCCC1=C(C(=NC(=C1C(=O)SCC)CC)C2=CC=CC=C2)C(=O)OCCC,10
3743,20189,C1=CC(=CC=C1C[C@H](C(=O)O)N)N(CCCl)CCCl,10
3744,6603921,CC[C@H](CO)NC(=O)[C@H]1CN([C@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,1.99526
3745,4380,CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C,25.1189
3746,4051,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],12.5893
3747,60663,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,0.316228
3748,6603929,CC(C)[C@](CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC,1.99526
3749,6603931,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)OCC(=O)NC4=CC=C(C=C4)C#N,1
3750,6603932,C[C@@]12CC[C@H]3[C@H]([C@H]1CC[C@H]2O)CCC4=CC(=C(C=C34)OC)O,25.1189
3751,6603933,C[Se]C[C@H](C(=O)O)N,1.25893
3752,72430,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C=O)NC(=O)OCC2=CC=CC=C2,6.30957
3753,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,3.98107
3754,6603934,CN1CC[C@@]2(CCN3CCC4=C([C@@H]3C2)OC5=CC=CC=C45)N(C1=O)C,12.5893
3755,6603935,C[C@]1([C@@H]2CC[C@@H](C2)C1(C)C)NC,25.1189
3756,4011,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,3.16228
3757,3540,CNCCNS(=O)(=O)C1=CC=CC2=C1C=CN=C2,19.9526
3758,6603937,C1CC1CN2CC[C@@]34[C@@H]5C6=C(C[C@@]3([C@@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6,0.01
3759,6603938,CNCC[C@@H](C1=CC=CC=C1)OC2=CC=CC=C2OC,15.8489
3760,4401,CN1C=NC2=C(N=CN=C21)NC3CCCC3,25.1189
3761,6603939,COC1=CC=CC=C1N2CCN(CC2)C[C@H](COC3=CC=CC4=CC=CC=C43)O,31.6228
3762,9604973,C=CCN1CC[C@]23[C@H]4/C(=N/NC(=O)C5=CC=CC=C5)/CC[C@]2([C@H]1CC6=C3C(=C(C=C6)O)O4)O,3.98107
3763,4552,C1=CC2=C(C=C1C(F)(F)F)NC(=O)N2C3=C(C=CC(=C3)C(F)(F)F)O,15.8489
3764,9604974,C=CCN1CC[C@]23[C@H]4/C(=N/N=C\5/CC[C@@]6([C@@H]7CC8=C9[C@@]6([C@H]5OC9=C(C=C8)O)CCN7CC=C)O)/CC[C@]2([C@H]1CC1=C3C(=C(C=C1)O)O4)O,25.1189
3765,4551,C1C2=NOC(=O)N2C3=C(O1)C=CC(=C3)Br,19.9526
3766,6603942,CC(C)C1=CC(=CC2=C1C[C@](CC2)(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)C5CC5)F,1.99526
3767,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,7.94328
3768,55993,CN1C[C@H](C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,15.8489
3769,6603943,C1CC1CN2CC[C@]34[C@H]5C6=C(C[C@]3([C@H]2CC7=C4C(=C(C=C7)O)O5)O)C8=C(N6)[C@H]9[C@@]12CCN([C@H]([C@]1(C8)O)CC1=C2C(=C(C=C1)O)O9)CC1CC1,1.99526
3770,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,2.51189
3771,4431,COC1=CC=CC=C1N2CCN(CC2)CCCCN3C(=O)C4=CC=CC=C4C3=O,1.58489
3772,6603948,CC1=C([C@H](C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,0.794328
3773,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,10
3774,1518,C[N+](C)(C)CCC(=O)C1=CC=CC2=CC=CC=C21,0.199526
3775,1871,C1=CC2=C(C=CC(=O)O2)C=C1N=O,25.1189
3776,4493,CC1(C(=O)N(C(=O)N1)C2=CC(=C(C=C2)[N+](=O)[O-])C(F)(F)F)C,3.98107
3777,31411,CN1CCC2=CC3=C(C(=C2[C@@H]1[C@H]4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,2.51189
3778,6603950,CN1CCN(CC1)[C@@H]2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl,19.9526
3779,5282106,CCCCCCCC/C=C\CCCCCCCC(=O)NCCC1=CC(=C(C=C1)O)O,3.16228
3780,206530,CCN(CC)CC#CCOC(=O)[C@](C1CCCCC1)(C2=CC=CC=C2)O,12.5893
3781,736041,CC1=CC=CC=C1[C@H](C2=CC=CC=C2)OCCN(C)C,31.6228
3782,1681,C1=CC=C(C=C1)C#CCN,15.8489
3783,3645619,CC1=CC(=CC=C1)C(=O)NCN2CCN(CC2)C3=CC=CC=C3C#N,31.6228
3784,6603962,C1=CC(=C(C=C1/C=C\C2=CC(=CC(=C2)O)O)O)O,19.9526
3785,6603964,C/C/1=C/CC[C@@]2([C@H](O2)[C@H]3[C@H](CC1)C(=C)C(=O)O3)C,19.9526
3786,4910,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC,1.99526
3787,1756,C1=CC=C(C=C1)C2=NO[N+](=C2C#N)[O-],12.5893
3788,6603965,CC(=O)O[C@@H]1C[C@H]2CC[C@@H]3[C@@H]([C@@]2(C[C@H]1[N+]4(CCCCC4)C)C)CC[C@@]5([C@@H]3C[C@H]([C@H]5OC(=O)C)[N+]6(CCCCC6)C)C,1
3789,6603966,C[C@]12CC[C@@H](C[C@@H]1CC[C@H]3[C@H]2CC[C@]4([C@H]3CC[C@H]4C(=O)CO)C)O,1
3790,126402,C1CCC(CC1)(C2=CC=CC=C2)C(=O)OCCN3CCOCC3,3.16228
3791,4680,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,1.99526
3792,719408,C1=CC=C(C=C1)NC(=S)NC2=NC=CS2,15.8489
3793,5460033,N.N.Cl[Pt]Cl,39.8107
3794,6603968,COC1=CC(=CC(=C1OC)OC)[C@@H]2[C@@H]3[C@@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O,1.99526
3795,167760,CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,39.8107
3796,6603969,C[C@@H](CC1=CC=CC=C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@H]([C@H]([C@@H](O4)CO)O)O,10
3797,184820,CCCNC[C@@H](COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,3.98107
3798,4992,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,0.630957
3799,3675,C1=CC=C(C=C1)CCNN,3.16228
3800,6603971,CCCCCCCCCC(=O)N[C@@H](CN1CCOCC1)[C@H](C2=CC=CC=C2)O,12.5893
3801,4788,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,10
3802,6603973,CCCCCCCCCCCCCC(=O)O[C@H]1[C@H]([C@]2([C@@H](C=C(C[C@]3([C@H]2C=C(C3=O)C)O)CO)[C@@H]4[C@]1(C4(C)C)OC(=O)C)O)C,25.1189
3803,4814,COC1=C(C=C(C=C1)C(=O)NCC2=CN=CC=C2)C(=O)NCC3=CN=CC=C3,3.16228
3804,19493,C1[C@H]([C@@H]1N)C2=CC=CC=C2,7.94328
3805,4311638,C1CCN(C1)C(=S)[S-],31.6228
3806,4976,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,12.5893
3807,6603974,CC(=O)[C@@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,15.8489
3808,4917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,15.8489
3809,4850,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,10
3810,6603977,C1=CC=C(C=C1)CCCCOC2=C3C=CC(=O)OC3=CC4=C2C=CO4,0.398107
3811,5012,C1CN(CCN1)C2=NC3=C(C=C2)C=C(C=C3)[N+](=O)[O-],10
3812,5011,C1CN(CCN1)C2=NC3=CC=CC=C3C=C2,0.0398107
3813,6603979,CCN(CC)CCC[C@H](C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,7.94328
3814,135418296,C[C@@H]1C(=O)NC2=NC3=C(CN12)C(=CC=C3)Cl,2.51189
3815,92766,COC(=O)[C@@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,25.1189
3816,5086,C1=CC(=CC(=C1)F)C2=C(N=CS2)C(=O)NCCN,31.6228
3817,3495594,C1=CC=C(C(=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-])F,19.9526
3818,68712,C1CC1C(C2CC2)NC3=NCCO3,7.94328
3819,5312145,CNC1=CC(=NC(=N1)NC)NS(=O)(=O)C2=CC=C(C=C2)N,0.794328
3820,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,2.51189
3821,6603983,CC1=C(C(CCC1)(C)C)/C=C\C(=C\C=C/C(=C/C(=O)O)/C)\C,15.8489
3822,6603984,N.N.N.N.N.N.N.N.N.N.N.N.N.N.O.O.[Ru].[Ru].[Ru],39.8107
3823,65752,C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,3.98107
3824,1548910,C1=CC(=CC=C1/C=C\C2=CC(=CC(=C2)O)O)O,2.51189
3825,6603985,CCCCC[C@@H](C1=CC(=CC=C1)OCC2=NC3=CC=CC=C3C=C2)O,12.5893
3826,6603987,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)C[C@H](COC3=CC=CC=C3OC)O,19.9526
3827,6603989,CC[C@@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3,12.5893
3828,6560181,CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,25.1189
3829,121930,C1CN(CCN1CCC2=CC=C(C=C2)N)C3=CC=CC(=C3)C(F)(F)F,7.94328
3830,6603994,C1CNC[C@H](C2=CC(=C(C(=C21)Cl)O)O)C3=CC=CC=C3,12.5893
3831,135398579,C[C@@H](C(=O)C1=NC2=C(NC1)N=C(NC2=O)N)O,0.316228
3832,5191,CCN(CC)CCOC(=O)C1=CC(=C(C=C1OC)N)Cl,31.6228
3833,5163,CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21,7.94328
3834,6603998,CN1CCC2=C1C=CC(=C2)NC(=O)NC3=CN=CC=C3,12.5893
3835,5335,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,3.16228
3836,6603999,CC1=CC2=C(C=C1Cl)N(CC2)C(=O)NC3=CC=NC4=CC=CC=C43,7.94328
3837,3086457,C[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1C)CC2=CC=CC=C2)C(C)C)CCCCN)CC3=CNC4=CC=CC=C43)CC5=CC=C(C=C5)O,3.98107
3838,5472495,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,19.9526
3839,6604000,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCCN3CCN(CC3)C4=CC=CC=C4OC,2.51189
3840,4306515,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl,39.8107
3841,6604002,CCN(CC)C(=O)C1=CC=C(C=C1)[C@H](C2=CC(=CC=C2)OC)N3C[C@H](N(C[C@H]3C)CC=C)C,1.99526
3842,6604005,C1[C@H](C2=C(CN1)SC=C2)C3=CC(=C(C=C3)O)O,15.8489
3843,121881,CCCCN1CCC(CC1)COC(=O)C2=CC(=C(C3=C2OCCO3)N)Cl,3.16228
3844,6604008,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2([C@@H]3[C@@H]1[C@H]4CC[C@]5([C@@]4(CC3)C)CCC(=O)O5)C,15.8489
3845,682802,CN=C1N=C(N(S1)C2=CC=CC=C2)C3=CC=CC=C3,31.6228
3846,5233,CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C,25.1189
3847,91769,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,3.98107
3848,5154,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,3.16228
3849,6604010,CC1CCN(CC1)CC[C@@H]2CCCN2S(=O)(=O)C3=CC=CC(=C3)O,1
3850,4564402,COC1=CC=C(C=C1)CCCOC2=C(C=CC(=C2)CCN3C=CN=C3)OC,0.251189
3851,5800609,CC1=CC(=C(N1)/C=C/2\C3=CC=CC=C3NC2=O)C,7.94328
3852,6546298,C[N+]1([C@@H]2CC(C[C@H]1[C@@H]3[C@H]2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4)C,19.9526
3853,6604013,CCC1=CC=CC=C1OC[C@@H](CN[C@@H]2CCC3=CC=CC=C3C2)O,15.8489
3854,5312137,CN(C)S(=O)(=O)C1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CC4=C(N3)CCCC4,5.01187
3855,5567,C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F,0.0398107
3856,656665,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,0.501187
3857,5522,CCCCNC1=C2C=NN(C2=NC(=C1C(=O)OCC)C)CC,12.5893
3858,6604018,C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43)C,7.94328
3859,5387,CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C,1.25893
3860,3035905,C1CCC(CC1)NC(=S)N2CCC(CC2)C3=CN=CN3,0.0794328
3861,6604019,CCN(CC)C(=O)N[C@H]1C[C@@H]2[C@H](CC3=CNC4=CC=CC2=C34)N(C1)C,10
3862,6604020,C(C[C@H](C(=O)O)N)CNC(=S)N,0.199526
3863,5614,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N,3.16228
3864,5520,CP(=O)(C1=CC[NH2+]CC1)[O-],39.8107
3865,941650,CN1CCN(CC1)CC/C=C/2\C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,12.5893
3866,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,7.94328
3867,207843,C1CCC(CC1)[C@](CCN2CCCCC2)(C3=CC=CC=C3)O,1.99526
3868,5537,CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C,12.5893
3869,135419190,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=C(\C#N)/C(=S)N,3.98107
3870,6604023,CC(C)(C)NC[C@@H](C1=CC(=CC(=C1)O)O)O,0.501187
3871,6604024,C[C@H](CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,7.94328
3872,439647,CC1=CC=C(C=C1)S(=O)(=O)N[C@@H](CC2=CC=CC=C2)C(=O)CCl,3.16228
3873,443758,C1=CC(=C(C=C1[C@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,10
3874,6604025,C1CN(C2=CC=CC=C21)C(=O)[C@H](CC3=CC(=C(C=C3)O)O)C#N,3.16228
3875,5329255,C1=CC(=C(C=C1/C=C(/C(=O)NCCCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N)\C#N)O)O,1.99526
3876,5328773,C1=CC=C(C=C1)CCNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,3.98107
3877,5329275,C1=CC=C2C(=C1)C(=CN2)/C=C(\C#N)/C(=O)C3=CC(=C(C=C3)O)O,7.94328
