,PUBCHEM_CID,smile_1851,p450-cyp2c19-Potency
4846,950756,C1=CC=C2C=C(C=CC2=C1)OC3=CS(=O)(=O)C4=CC=CC=C43,3.54813
4847,4220434,CCOC(=O)C1C(CC(=CC1=O)C2=CC=C(C=C2)C)C3=CC=CO3,3.98107
4848,629081,CC(=O)OC1C(=O)N(C2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=C3)C,39.8107
4849,201067,CCCC(CCC)(C(=O)NNC1=CC=CC=C1)O,19.9526
4850,6393068,CC(C)C(C(=O)O)N1C(=O)/C(=C/C=C/C2=CC=CO2)/SC1=S,10
4851,2021218,CC(C)OCCCN1CN(C2=NC3=CC=CC=C3N=C21)S(=O)(=O)C4=CC(=CC=C4)Cl,3.16228
4852,946983,CC1=CC(=NC(=C1C#N)OC2=CC=CC=C2)C,11.2202
4853,9551784,CCCC[N+]12CCC(CC1)C(C2)C(=O)C3=CC=CS3.[Br-],39.8107
4854,3813808,CC1(CC(N(C(=S)N1)CCC2=CC=CC=C2OC)(C)O)C,10
4855,899391,C1=CC=C(C=C1)CC(=O)NC2=NC(=O)C3=CC=CC=C3S2,2.81838
4856,3766432,CC(C)C1=CC=C(C=C1)C2C(=C(N3C4=CC=CC=C4SC3=C2C#N)N)C#N,14.1254
4857,1415680,CC1=NN=C2N1C3=CC=CC=C3N=C2OC4=CC=CC=C4,19.9526
4858,1612038,CCCOC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=N2)OC,22.3872
4859,1400510,CC1=C(C(=NN1)C2=C(C=C(C=C2)OCC(=C)C)O)C3=CC=C(C=C3)OC,2.23872
4860,1717864,CN(C)C1=CC(=O)N2CCCSC2=N1,28.1838
4861,5898383,CCN(CC)CCN1C(/C(=C(/C2=CC=C(C=C2)OC)\O)/C(=O)C1=O)C3=CC=CS3,14.1254
4862,5234163,C1=CC=C2C=C(C=CC2=C1)SC3=NC=NC4=C3OC5=CC=CC=C54,1.99526
4863,9551788,CC1=CC=C(C=C1)CSC2=NN=C(O2)[C@@H]3CCCN3.Cl,7.07946
4864,5599139,CC1(CC2=C(C=CC3=CC=CC=C23)/C(=C/C(=O)NC)/N1)C,2.51189
4865,4871947,CN1C(=O)C(C(=O)N(C1=O)C)C2C3=CC=CC=C3C(=O)N2CC4=CC=C(C=C4)[N+](=O)[O-],14.1254
4866,1266549,C1COCCN1C2=NC(=NC(=N2)OC3=NNC(=O)C=C3)N4CCOCC4,2.81838
4867,920008,CC1CCN(CC1)CC(=O)N2C(=C(C3=CC=CC=C32)C)C,3.54813
4868,1206127,CC1(CC(=C(C(=O)C1)C(C#CC2=CC=CC=C2)C3=C(CC(CC3=O)(C)C)O)O)C,4.46684
4869,4681472,CCOC(=O)C1=C(OC(=C(C1C2=CC=C(C=C2)OC)C#N)N)CSC3=C(C=CC(=N3)C4=CC=CC=C4)C#N,2.81838
4870,744711,CC(=O)N(C)/C=C\1/C(=O)C2=CC=CC=C2S1,25.1189
4871,744701,CCC(=O)N(C)/C=C\1/C(=O)C2=CC=CC=C2S1,19.9526
4872,5401874,CC1=CC=CC=C1N(C(=O)C)/N=C\2/C(=O)C3=CC=CC=C3S2,4.46684
4873,5401873,CC(=O)N(C1=CC=CC=C1)/N=C\2/C(=O)C3=CC=CC=C3S2,3.16228
4874,9629838,CCN(CC)/C=N/C1=C(C2=C(S1)CCCCC2)C#N,1.25893
4875,9551794,CCC(C)[C@@H](C(=O)O)NC(=O)NC1=CC=C(C=C1)OC2=CC=CC=C2,5.62341
4876,1419600,C1=CC=C2C(=C1)C(=O)N(C(=N2)C3=C(C=C(C=C3)Cl)Cl)CCCN4C=CN=C4,3.16228
4877,917257,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)OC(=O)C3=CC=CO3)C)C,5.01187
4878,3740013,C1CCN(CC1)C(=O)C2=C(C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)NCCO,11.2202
4879,1829290,CC1=CC(=CC=C1)N2C3=NC=NC(=C3C=N2)NCCCN4CCCC4=O,7.94328
4880,16410659,C1=CC=C(C=C1)C2C(=NN=C3N2C(=O)/C(=C\C4=CC=C(C=C4)O)/S3)C5=CC=CC=C5,1.58489
4881,1286959,CCC1=CC2=C(C(=C1O)CN(CC)CC)OC(=C(C2=O)C3=NC4=CC=CC=C4N3C)C,3.54813
4882,948314,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NCC3=C(C=CC(=C3)Cl)O,5.62341
4883,4593571,CC1=C(C(=CC=C1)NC2=C(C=C(C3=C2N=CC=C3)[N+](=O)[O-])[N+](=O)[O-])C,0.354813
4884,5919647,COC1=CC(=CC(=C1OC)OC)C2=NN=C(N2N)SC/C=C/C3=CC=CC=C3,15.8489
4885,1983274,CC1=CC(=NN1C2=NC3=CC=CC=C3C(=O)N2OCC4=CC=C(C=C4)Cl)C,0.398107
4886,3948592,CC(C)CC(=O)NC1(C2=C(CC(CC2=O)(C)C)N(C1=O)CC3=CC=CC=C3)C(F)(F)F,19.9526
4887,1950986,CCN1C2=C(C=C(C=C2)NC(=O)CSC3=NN=C(N3N)C4=CC(=C(C=C4)OC)OC)C5=CC=CC=C51,7.94328
4888,1995044,C1OC2=C(O1)C=C(C=C2)NC(=O)CSC3=NN=C(N3CC4=CC=CO4)C5=CC=CC=N5,6.30957
4889,2138929,CCN1C(=NN=C1SCC(=O)C2=CC=CC=C2)C3=CC=CS3,0.794328
4890,9657432,COC1=CC=C(C=C1)/C=N/OCC2=NN3C=NC4=C(C3=N2)C(C5=C(O4)C=CC6=CC=CC=C65)C7=CC=CC=C7,0.0794328
4891,2000951,COC1=CC=C(C=C1)N2CCN(CC2)C3=C(N=C(O3)CC4=CC=CC5=CC=CC=C54)C#N,8.91251
4892,734284,CC1=CC(=CC=C1)CSC2=NN=C(N2N)C3=CC=C(C=C3)OC,2.51189
4893,1950147,CC1=C(SC2=C1C(=O)N(C(=N2)SCC(=O)C(C)(C)C)CC3=CC=CO3)C,5.01187
4894,5167684,CCCCN1C(=O)C(C(=O)NC1=S)C2C3=CC=CC=C3C(=O)N2CC4=CC=CC=C4,25.1189
4895,931945,CON1C(=O)C2=CC=CC=C2N=C1SCC3=CC=C(C=C3)Cl,1.77828
4896,1966682,CN(C)CCN1C2=C(C3=C(S2)CCCCC3)C(=O)N(C1=O)CC4=CC=CO4,15.8489
4897,1859050,CC1(CC2=NC3=NC=NN3C=C2C(=O)C1)C,15.8489
4898,4356090,CC1=CC=CC=C1CSC2=NN=C(N2CC3=CC=CO3)C4=CC=CS4,1.41254
4899,727028,C1=CC2=C3C(=C1)NC(NC3=CC=C2)C4=C(C=C(C=C4)O)O,5.62341
4900,3755563,COC1=CC=CC=C1C2CC(=NN2S(=O)(=O)C)C3=C(C4=C(C=CC(=C4)Cl)NC3=O)C5=CC=CC=C5,3.16228
4901,121024,C1CCC2=C(C1)C3=C(O2)C=CC(=C3)O,12.5893
4902,679873,CCCC1=CC(=C(C=C1O)O)C(=O)CC2=NC3=CC=CC=C3S2,0.125893
4903,7528800,COC(=O)[C@H](CCSC)NC(=O)NCC1=CC=CC=C1F,0.0158489
4904,3160574,CC1(CC2=C(C(CC(=O)N2)C(=O)NC3=CC=C(C=C3)OC)C(=O)C1)C,39.8107
4905,1975549,CC1=C(C(=NC2=NC(=NN12)C3=CC=C(C=C3)Cl)C)Cl,39.8107
4906,1872309,C1CCC2=C(CC1)SC3=C2C(=O)N(C(=O)N3CC(=O)N)CC4=CC=CO4,2.81838
4907,931621,CC1=NN2C(=NN=C2SC1)C3=CC=C(C=C3)OC,25.1189
4908,4370638,CCCSC1=NC2=C(C3=C(S2)COC(C3)(C)CC)C(=N1)SCC(=O)NCC4=CC=CC=C4,11.2202
4909,4669152,C1CC2=C(C1)SC3=NC(=NC(=C23)NCCO)SCC4=CC=CC=C4,2.81838
4910,3292758,CC1=NN(C2=C1C(SCC(=O)N2)C3=CC=C(C=C3)OC)C4CCOC(C4)(C)C,39.8107
4911,5180229,CC1(CC2=C(C(=O)C1)C(C(=O)N2CC3=CC=CC=C3)(C(F)(F)F)NC(=O)C(C)(C)C)C,11.2202
4912,5930265,CC1=CC=NN1CC(=O)N/N=C/C2=CC=C(O2)C,11.2202
4913,9579820,C1=CC=C(C=C1)COC2=CC=CC(=C2)/C=N/NC(=O)C3=CC=CS3,5.01187
4914,743590,COC1=CC2=C(C=C1)N=C(N2)SCC(=O)C3=CC=CO3,14.1254
4915,9551821,CCCCN1C2=CC=CC=C2N(C1=N)CC(=O)C3=CC=CO3.Br,15.8489
4916,4891747,CC1=CC(=CC(=C1)N2C(=C(C3=CC=CC=C3C2=O)C=NC4CCS(=O)(=O)C4)O)C,39.8107
4917,5970465,COC1=C(C=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CC3=CN=CC=C3)C4=CC=CO4)/O)OC,0.0891251
4918,4371580,CC1CCC2=C(N1CC(=O)N3CCC4=C(C3)C5=C(N4)C=CC(=C5)C)C=CC(=C2)F,3.54813
4919,2015027,CC1=CC=CC=C1OCCN=CC2=C(N(C(=O)N(C2=O)C)C)O,10
4920,1836603,COC1=CC=C(C=C1)C2=CC(=NC(=N2)NCC3=CN=CC=C3)C(F)(F)F,2.81838
4921,1845444,CCOC1=NC=NC2=C1OC3=C2C4=C(COC(C4)(C)C)C(=N3)CC(C)C,39.8107
4922,1930463,COCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)NC4=C(C5=C(S4)CCCC5)C(=O)OC)N,3.54813
4923,135512345,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)/C=N/N2C=NN=C2,7.94328
4924,71478,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl,19.9526
4925,6052865,CC1CN(CC(O1)C)C2=C(C(=O)N3C=CC=CC3=N2)/C=C(\C#N)/S(=O)(=O)C4=CC=C(C=C4)C,14.1254
4926,3765730,CC1=C(C2=CC(=C(C=C2N1C3=CC=CC=C3)Br)OC)C(=O)N4CCN(CC4)C,28.1838
4927,6879784,COC1=C(C=CC(=C1)/C=N/NC(=O)C2=CC=CS2)OCC3=CC=CC=C3,1.41254
4928,3794949,C1CC(=O)N(C1)C2=CC=C(C=C2)CN3C(=O)CC(C3=O)N4CCN(CC4)C(C5=CC=CC=C5)C6=CC=CC=C6,5.01187
4929,799607,CC(=O)NC1=NC2=CC=CC=C2N1CC3=CC=CC=C3,22.3872
4930,1924898,C1CCCN(CC1)C(=O)/C(=C/C2=CC=CS2)/NC(=O)C3=CC=CC=C3,5.01187
4931,2022228,CC1=NC2=C(C(=N1)SCC(=O)C3=CC=C(S3)Cl)OC4=CC=CC=C42,0.177828
4932,3629419,CCOC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CO4,3.16228
4933,1938300,CCOC(=O)CNC(=O)CSC1=NN=C(N1C2=CC=C(C=C2)Cl)C3=CC=NC=C3,15.8489
4934,677049,C1=CC=C2C(=C1)N=C(S2)SCC(=O)NC3=NC=CS3,1.58489
4935,9551842,CC1=CC=C(C=C1)/C(=C/2\C(N(C(=O)C2=O)CCCN3C=CN=C3)C4=CC=CC=N4)/O,2.81838
4936,1421903,C1=COC(=C1)CN2C3=C(C(=O)NC2=O)C(N=C(N3)C4=CC=C(C=C4)C#N)(C(F)(F)F)C(F)(F)F,12.5893
4937,1968992,CCOC(=O)C1=C(C2=C(O1)N=C(C3=C2CCC3)CC(C)C)N,11.2202
4938,1846661,C1CCC2=C(CC1)SC3=C2C(=O)N(C(=O)N3CC(=O)C4=CC=CC=C4)CC5=CC=CO5,7.07946
4939,718013,CC1=NN(C(=C1C2=CC=C(C=C2)Cl)N)C3=NC4=CC=CC=C4N3,4.46684
4940,2041326,C1CCN(C1)C2=NC3=CC=CC=C3N=C2N,10
4941,1853907,CCCC1=NC2=C(C(=O)C3=CC=CC=C3S2)C(=O)N1CCOC,39.8107
4942,6879178,C1CN(CCN1CC2=CC=CC=C2)/N=C/C3=C(C=CC(=C3)[N+](=O)[O-])Cl,17.7828
4943,6858576,C/C(=C/C1=CC=CC=C1)/C=N/N2C=NN=C2,0.354813
4944,6858292,CC1=CC=C(S1)/C=N/N2C=NN=C2,11.2202
4945,743593,CC1=CC2=C(C=C1)N=C(N2)SCC(=O)C3=CC4=C(C=C3)OCO4,2.81838
4946,1890004,CC1=CC=C(C=C1)C(=O)N2C3=CC=CC=C3N(C(=O)C2(C)C)CC4=CC=CC=C4,3.54813
4947,3404071,CN1CC(C2(C13C4=CC=CC=C4NC3=O)C(=O)N(C(=S)S2)CC5=CC=CC=C5)C6=CC=CC=N6,1.12202
4948,936684,CC(C)ON1C(=O)C2=CC=CC=C2N=C1SC(C)C,28.1838
4949,938390,CC(C)SC1=NC2=CC=CC=C2C(=O)N1OC,12.5893
4950,949691,CC1=CC=CC=C1N2C=NC3=C2C=CC(=C3)NCC4=CC=CS4,2.51189
4951,950037,C1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)NCC4=CC=CS4,2.81838
4952,719126,C/C(=C/CSC1=NN=C2N1C3=CC=CC=C3C(=O)N2N)/Cl,25.1189
4953,1993191,CCCSC1=NN=C2N1C3=CC=CC=C3C(=O)N2N,12.5893
4954,3845023,CC1=NN(C2=C1C(SCC(=O)N2)C3=CC(=C(C=C3)OC)OC)C4=CC=CC=C4,10
4955,9551850,CCOC1=CC=CC(=C1)CNCCNC(=O)C2=NON=C2N.Cl,15.8489
4956,9551851,COC1=CC=CC(=C1)CNCCNC(=O)C2=NON=C2N.Cl,15.8489
4957,1947139,C1=CC=C(C=C1)CCNC(=O)CCC2=NC(=NO2)C3=CC=CC=C3,5.01187
4958,4271199,CC(=O)NC1(C2=C(CC(CC2=O)(C)C)N(C1=O)CC3=CC=CC=C3)C(F)(F)F,15.8489
4959,1862367,COC1=C(C=C(C(=C1)C(=O)OC)NC(=S)N2CCCCC2)OC,6.30957
4960,4897734,CC1=NN2C(C3=C(CCCC3=O)NC2=C1C4=CC=CC=C4)C5=CC=CC=C5,12.5893
4961,4889221,CC1=CC(=C(C=C1)NC2=NC(N3C(=O)C=C(N=C3N2)C)C4=CC=CC=C4)C,14.1254
4962,1970834,C1CCCC(CC1)N2CNC(=NC2)NC3=NC4=CC=CC=C4S3,1.12202
4963,1944955,CC1=CC(=NC(=N1)NC2=NNC(=N2)COC3=CC4=CC=CC=C4C=C3)C,17.7828
4964,3974222,CC1=NN2C3=C(C=NC2=C1C4=CC=CC=C4)C(=O)CC(C3)C5=CC=CC=C5,7.07946
4965,1509017,CN1C2=C(C=C(C=C2)NC(=O)C3=CC=C(C=C3)Cl)N=C1CN4CCCCC4,28.1838
4966,3754981,CC1=C(C=C(C=C1)[N+](=O)[O-])C2=C(N=C(N2)C3=CC(=C(C=C3)OC)O)C4=CC=CC=C4,8.91251
4967,3540854,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3C(C4=CC=CC5=C4C3=CC=C5)NS(=O)(=O)C6=CC=CC=C6,3.16228
4968,800972,CCOC(=O)C1=C(OC2=C1C=C(C=C2)O)C(C)(C)C,3.98107
4969,4594436,C1=CC=C(C=C1)C2C3C(C(=O)N(C3=O)C4=CC=CC=C4)SC5=C2SC(=O)N5,2.23872
4970,5096408,C1CCC(C1)(CNC(=O)C(=O)NCCC2=CC=CC=C2)C3=CC=CC=C3,39.8107
4971,135407552,CC1=CC2=C(N=C(N=C2C=C1)NC3=NC(=CC(=O)N3)C4=CC=CC=C4)C,3.16228
4972,938363,CON1C(=O)C2=CC=CC=C2N=C1SCC3=CC(=CC=C3)Cl,2.23872
4973,932902,CC1=CC(=C(C=C1)CSC2=NC3=CC=CC=C3C(=O)N2OC)C,3.54813
4974,3732364,CC1(CC2=C(CS1)C(=NC3=C2C4=C(S3)C(=NC=N4)NCCN(C)C)N5CCOCC5)C,31.6228
4975,3833967,CCOC(=O)C1=C(C2=C(S1)N=C3CC(OCC3=C2)C(C)C)N,22.3872
4976,6053437,CC1=C(NC(=C1/C(=C\2/C(N(C(=O)C2=O)CCN(C)C)C3=CC=CS3)/O)C)C(=O)OC,14.1254
4977,1998413,CCOC1=CC=CC=C1OC2=C(OC3=C(C2=O)C=CC(=C3)OC(=O)C4=CC=CO4)C,3.16228
4978,2039993,CC1=CC=C(C=C1)C(=O)NC2=NC3=CC=CC=C3N4C2=NN=N4,14.1254
4979,3958676,CC1=NN(C(=C1)NC(=O)C2CCCC2)C3=NC4=CC=CC=C4N3,10
4980,3844882,CC1(CC2=C(CO1)SC3=C2C(=O)N(C(=O)N3C)C4=CC=C(C=C4)Cl)C,19.9526
4981,1973382,COCCNC1=C2C3=C(CCC3)SC2=NC(=N1)SCC4=CC=CC=C4,4.46684
4982,3751350,CC(CC1=CC=CC=C1)NC(=O)CSC2=NC3=C(C=C4COC(CC4=N3)(C)C)C(=O)N2C5=CC=CC=C5,35.4813
4983,3537176,C1CC2=C(C1)SC3=C2C(=O)NC(N3)C4=CC=C(C=C4)Br,15.8489
4984,2043296,CCCSC1=NC2=C(C3=C(S2)COC(C3)(C)C)C(=N1)SCC(=O)NCC4=CC=CC=C4,7.94328
4985,1964425,CCCSC1=NC(=C2C3=C(COC(C3)(C)C)SC2=N1)NCC4=CC=CO4,7.07946
4986,9551859,C1=CC(=C(C=C1CSC2=NN=C(O2)CCCCCN)Cl)Cl.Cl,4.46684
4987,9551860,CC(C)[C@@H](C1=NN=C(O1)SC/C=C/C2=CC=CC=C2)N.Cl,1.99526
4988,3423046,CC1=CC=C(C=C1)S(=O)(=O)CNC(=O)C2=CC=C(C=C2)OC,6.30957
4989,3884308,C1CS(=O)(=O)CC1N(CC2=CC=CO2)C(=O)C3=CC=CC=C3,31.6228
4990,4438402,CCN1C(=NN=C1SCC(=O)C2=CC3=CC=CC=C3C=C2)C4=CC=CS4,0.707946
4991,5926845,CCOC1=CC=C(C=C1)/C(=C\2/C(N(C(=O)C2=O)CCOCCO)C3=CC=CC=C3OC)/O,25.1189
4992,3543597,CC(C)CC1=NC(=C(C2=C1CCC2)C#N)N3CCN(CC3)C(=O)C4=CC=CC=C4,2.51189
4993,3421545,CCC1(CC2=NC3=C(C=C2CO1)C(=C(S3)C(=O)OCC)N)C,25.1189
4994,1911050,CCCCCCN1C=CC(=C/C=C(\C#N)/C(=O)OCC)C=C1,12.5893
4995,4675880,CN1C(=NN=C1SCC(=O)N2CCN(CC2)C3=CC=CC=C3)CC4=CC=CC5=CC=CC=C54,25.1189
4996,522335,C[NH+](C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.[Cl-],28.1838
4997,920396,CCOC(=O)C1=CC=CC=C1N/C=C/2\CCCCC2=O,22.3872
4998,919617,CC(C)(C)C1CCC2(CC1)N(C(=O)CS2)C3=CC=C(C=C3)OC,1.58489
4999,695620,C1=CSC(=C1)C2=NC3=C(C=C(C=C3)Br)C(=O)O2,22.3872
5000,1921194,CCC(=O)NC1=CC=CC(=C1)C2=NN=C(O2)C3=CC(=CC=C3)NC(=O)CC,5.01187
5001,748441,CC1=CC(=CC=C1)N2C(=CC(NC2=S)(C)C)C,3.98107
5002,9623028,C/C(=N\OCC(=O)N/N=C/C1=C(C(=CC=C1)OC)OC)/C2=CC=CS2,12.5893
5003,1025927,CC(C)CCN1C(=O)C2=C(C1=O)C=C(C=C2)C3=NC4=CC=CC=C4C(=O)O3,14.1254
5004,3361555,C1=CC=C(C=C1)CN2C(N3C4=CC=CC=C4N=C3C5=CC=CC=C52)C6=CC=CC=N6,12.5893
5005,3506003,CCCC1=NN(C2=C1C(C(=C(O2)N)C#N)C3=CC=CS3)C4=CC=CC=C4,14.1254
5006,841275,CC1=CC(=NC(=C1C#N)SCC2=CC3=C(C=C2Cl)OCO3)C,6.30957
5007,749988,C1CN2C(=O)C(=C(N=C2SC1)C3=CC=C(C=C3)Cl)C#N,7.94328
5008,1416207,CC1=CC(=NC(=C1C#N)SCC(=O)C2=C(C=C(C=C2)Cl)Cl)C,2.51189
5009,9551865,CCCN1C2=CC=CC=C2N3C1=NCCC3.Cl,19.9526
5010,6878737,C1=CC=C(C=C1)COC2=CC=C(C=C2)/C=N/NC(=O)C3=CC=CS3,2.51189
5011,3495924,CC(CO)NC1=C2C3=C(CCC3)SC2=NC(=N1)SCC4=CC=CC=C4,3.16228
5012,5424438,C/C(=N\NC(=S)NC1=CC=C(C=C1)F)/C2CC2,0.562341
5013,709144,C1=CC(=CC=C1CSCC(=O)NC2=NC=CS2)Cl,2.51189
5014,6835762,CCOC1=CC=CC=C1N2C3=[N+](C=C(C=C3)C)C(=C2[S-])C(=O)NC4=CC=C(C=C4)OC,7.07946
5015,2095421,C=CCN1C(=O)C2=C(N=C1SCC(=O)N3CC(=O)NC4=CC=CC=C43)SC=C2C5=CC=CC=C5,7.94328
5016,1685442,CC1=CC2=NN=C(N2C3=CC=CC=C13)SCCCCN4C(=O)C5=CC=CC=C5C4=O,12.5893
5017,2480966,CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)C(=O)N4CCCCCC4=N3,10
5018,2569947,COC(=O)C1CCN(CC1)CC(=O)NC2=C(C3=C(S2)CCC3)C#N,12.5893
5019,4800006,CC(C)CN1C2=CC=CC=C2N=C1SCC(=O)C3=C(N(C(=O)N(C3=O)C)C)N,7.94328
5020,3605061,C1C(OC2=CC=CC=C2O1)C(=O)NC3=NC4=CC=CC=C4S3,3.98107
5021,9551880,C1CCN2C(=C[N+]3=C2C(=C(C3)C4=CC=C(C=C4)Cl)C1)C5=CC=CC=C5.[Br-],1.12202
5022,3579134,CCC(C)NC(=O)NC(=O)N(C1CCCCC1)S(=O)(=O)C,17.7828
5023,4962934,CC12CCC3C1(COC2(C3)C(=O)NC4=NC=CS4)C,2.23872
5024,4322118,CC1=CC2=C(C=C1)N3C(=O)NC(N=C3S2)(C4=CC=CC=C4)C(F)(F)F,2.23872
5025,2673450,C1CCC(C1)CC(=O)NC2=CC3=C(CCC3)C=C2,7.07946
5026,2091388,CCC(CC)C1=NN=C(S1)NC(=O)C2=NC3=CC=CC=C3C=C2,28.1838
5027,2450265,CCN1CCC2=C(C1)SC(=N2)NC(=O)CC(C3=CC=CC=C3)C4=CC=CC=C4,8.91251
5028,2526222,CC1=CC=C(C=C1)S(=O)(=O)CCC(=O)NC2=NC3=C(S2)CCCC3,6.30957
5029,2084622,CCSC1=NN=C(S1)NC(=O)CC2=CC(=C(C=C2)OC)OC,28.1838
5030,4813380,CCCC(C1=CC=CC=C1)C(=O)NC2=NC=CS2,3.16228
5031,9551888,C1CCC(=CC1)CCNC(=O)CN2C(=O)C3(CCCC3)NC2=O,14.1254
5032,2085531,CC1=C(C(=CC=C1)C)N2C(=O)C3=CC=CC=C3N=C2SCC(=O)NCC4=CC=CO4,4.46684
5033,2095932,COC1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N4CCCCC4,12.5893
5034,2095603,C1=CC=C2C(=C1)NC(=N2)SCC(=O)NC3=C(C=CC=C3F)F,8.91251
5035,4875068,CC1CN(CC(O1)C)C(=O)COC2=NC=NC3=CC=CC=C32,39.8107
5036,9551895,CCN(CC)C1=NC2=CC=CC=C2N1.Cl,15.8489
5037,3459194,C1CC1N2C(=NC3=CN=CC=C3)SCC2(C4=CC=C(C=C4)OC(F)F)O,0.0794328
5038,2472510,CC1=C(C(=NC=C1Cl)NC(=O)COC(=O)CCS(=O)(=O)C2=CC=CC=C2)Cl,19.9526
5039,3986469,CC1=CC=C(C=C1)C(=O)N2CCN(CC2)C3=NC=C(C=C3)C(F)(F)F,25.1189
5040,2313393,C1CCN(CC1)C(=O)C2=CC=CC=C2NC3=CC=C(C=C3)SC(F)F,0.891251
5041,5115765,CC1=NC2=CC=CC=C2N1CC(=O)OCC(=O)NC3=CC(=C(C=C3)OC)OC,3.54813
5042,135512362,CC1CC2=CC=CC=C2N1CC3=NC4=C(C=CC(=C4)C(F)(F)F)C(=O)N3,0.0281838
5043,4031359,CCOC1=CC=C(C=C1)OCCOC2=NC=NC3=CC=CC=C32,10
5044,5134150,CC1=C(C(=NO1)C)COC2=C(C=C(C=C2)C(=O)OC(C)C(=O)NC3=CC4=C(C=C3)OCO4)OC,14.1254
5045,2419709,COC1=C(C=C(C=C1)NC(=O)COC(=O)CCCC2=CNC3=CC=CC=C32)OC,14.1254
5046,2461965,COC1=CC=CC=C1N2CCN(CC2)CC3=CC(=O)N4C=CSC4=N3,17.7828
5047,2579841,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3=CC4=C(C=C3C(=O)C)OCO4,3.16228
5048,1190196,CC1=CC(=NC2=C1C=CC(=C2)OC)SCC(=O)C3=CC4=C(C=C3)OCO4,1.25893
5049,4101144,CCC(C)N1C(=C(C2=NC3=CC=CC=C3N=C21)C#N)NC(=O)C4=CC=CC=C4,28.1838
5050,2542670,COC(=O)C1=CC=C(O1)CSC2=NC3=C(S2)C=CC(=C3)Cl,3.16228
5051,2701522,CCSC1=NN=C(S1)NC(=O)CC2=CC=CC=C2OC,1.41254
5052,3307988,C1CCN(CC1)C2=C(C3=C4CC(OC4=NC(=C3C(=N2)N)N)C5=CC=CC=C5)C#N,6.30957
5053,700937,CC1=CC(=NC2=C1C=CC(=C2)OC)N3CCOCC3,31.6228
5054,4880553,CC1=CC(=NC2=CC=CC=C12)SC(C)C(=O)NC3=C(N(N(C3=O)C4=CC=CC=C4)C)C,11.2202
5055,4880372,CC1=CC(=C(N1CC2COC3=CC=CC=C3O2)C)C(=O)CSC4=NN=C(O4)C5=CC=CC=C5,1.12202
5056,736902,COC1=CC2=C(CC(=O)N(C2=O)C3=CC=CC=C3)C=C1,11.2202
5057,2323541,COCCNC(=O)COC1=CC=C(C=C1)OC2=CC=CC=C2,11.2202
5058,4881225,CCN1C(=NN=C1SCC(=O)NC2=C(C3=C(S2)CC(CC3)C)C(=O)N)C4=CC=CO4,7.07946
5059,4881526,CC(C)C1=CC=CC=C1N2C(=NN=C2SCC(=O)N3CCN(CC3)C4=CC=CC=C4)C5=CN=CC=C5,11.2202
5060,2540551,CCCN1C(=C(C(=O)N(C1=O)C)C(=O)CSC2=NC(=CS2)C)N,10
5061,9551913,COC1=C(C=C(C=C1)C2N=C(N=C(N2C3=CC=CC=C3OC)N)N)OC.Cl,39.8107
5062,135512368,CC1=CC(=C(N1CCC2=CC=C(C=C2)OC)C)C(=O)CSC3=NC(=CC(=O)N3)N,3.54813
5063,2099570,C1CCCC2(CC1)C(=O)N(C(=O)N2)CC(=O)N3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)Cl,19.9526
5064,2077576,CC1=CC(=CC(=C1)OCC(=O)C2=C(C(=C(N2)C)C(=O)C)C)C,3.16228
5065,2338757,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC(=C3)C(=O)NC4=NC5=C(S4)CN(CC5)CC6=CC=CC=C6,1.99526
5066,2586397,CCN1C(=NN=C1SCC(=O)NC(=O)NCC2=CC=CO2)C3=CC=CS3,14.1254
5067,135438325,CC1=CC(=CC=C1)N=C2NN=C(CS2)C3=CC4=C(C=C3)OCCO4,5.01187
5068,5005059,C1=CC(=CC=C1C2C3=C(NC(N(C3=O)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)NC(=S)N2)Cl,2.23872
5069,2346399,CC1=CC=C(C=C1)C2=NNC(=S)N2C3=C(C=CC(=C3)OC)OC,3.16228
5070,2672859,CN(C)S(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=C(C=CC=C2Cl)F,22.3872
5071,2592872,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)CSC3=NC=CC=N3,25.1189
5072,2303737,CCN(CC)C(=O)CCNS(=O)(=O)C1=CC=C(C=C1)C,5.01187
